ngram,count,unithood,len
nambu-goto action,38,0.00032113282284144745,17
general background,38,0.00032113282284144745,18
diagrammatic approach,38,0.00032113282284144745,21
monopole condensation,38,0.00032113282284144745,21
magnetic background,38,0.00032113282284144745,19
composite states,38,0.00032113282284144745,16
canonical variables,38,0.00032113282284144745,19
transverse spin,38,0.00032113282284144745,15
symmetric group,38,0.00032113282284144745,15
four-dimensional su,38,0.00032113282284144745,19
different collision,38,0.00032113282284144745,19
non-abelian case,38,0.00032113282284144745,16
nuclear saturation,38,0.00032113282284144745,18
international workshop,38,0.00032113282284144745,22
various contributions,38,0.00032113282284144745,21
yang-mills equations,38,0.00032113282284144745,20
negative pions,38,0.00032113282284144745,14
quantum vacuum,38,0.00032113282284144745,14
internal spaces,38,0.00032113282284144745,15
composite system,38,0.00032113282284144745,16
conventional approach,38,0.00032113282284144745,21
irreducible background,38,0.00032113282284144745,22
cosmological solution,38,0.00032113282284144745,21
short-range correlations,38,0.00032113282284144745,24
minimal surface,38,0.00032113282284144745,15
hadronic molecules,38,0.00032113282284144745,18
five-dimensional supergravity,38,0.00032113282284144745,29
b →,38,0.00032113282284144745,3
important properties,38,0.00032113282284144745,20
gauged supergravities,38,0.00032113282284144745,21
quark-gluon vertex,38,0.00032113282284144745,18
nuclear force,38,0.00032113282284144745,13
anomaly equation,38,0.00032113282284144745,16
new derivation,38,0.00032113282284144745,14
two-parameter family,38,0.00032113282284144745,20
dynamical flavors,38,0.00032113282284144745,17
spin symmetry,38,0.00032113282284144745,13
polarized photons,38,0.00032113282284144745,17
soft photons,38,0.00032113282284144745,12
new determination,38,0.00032113282284144745,17
polyakov loop,38,0.00032113282284144745,13
general values,38,0.00032113282284144745,14
superconformal invariance,38,0.00032113282284144745,25
heavy states,38,0.00032113282284144745,12
careful study,38,0.00032113282284144745,13
full lattice,38,0.00032113282284144745,12
first principle,38,0.00032113282284144745,15
geometric quantization,38,0.00032113282284144745,22
na62 experiment,38,0.00032113282284144745,15
lead-lead collisions,38,0.00032113282284144745,20
experimental verification,38,0.00032113282284144745,25
flat case,38,0.00032113282284144745,9
whole set,38,0.00032113282284144745,9
light mediator,38,0.00032113282284144745,14
projective spaces,38,0.00032113282284144745,17
schrödinger equation,38,0.00032113282284144745,20
future lhc,38,0.00032113282284144745,10
higgs decay,38,0.00032113282284144745,11
large higgs,38,0.00032113282284144745,11
majorana particles,38,0.00032113282284144745,18
modular transformation,38,0.00032113282284144745,22
three-loop order,38,0.00032113282284144745,16
semiclassical approach,38,0.00032113282284144745,22
kaluza-klein states,38,0.00032113282284144745,19
technical aspects,38,0.00032113282284144745,17
t c,38,0.00032113282284144745,3
current operators,38,0.00032113282284144745,17
better description,38,0.00032113282284144745,18
supersymmetric action,38,0.00032113282284144745,21
earlier works,38,0.00032113282284144745,13
modular invariants,38,0.00032113282284144745,18
non-commutative gauge,38,0.00032113282284144745,21
straightforward way,38,0.00032113282284144745,19
comparative analysis,38,0.00032113282284144745,20
key ingredients,38,0.00032113282284144745,15
thermal conductivity,38,0.00032113282284144745,20
linear system,38,0.00032113282284144745,13
negative tension,38,0.00032113282284144745,16
quartic potential,38,0.00032113282284144745,17
schwarzschild radius,38,0.00032113282284144745,20
spatial coordinates,38,0.00032113282284144745,19
realistic quark,38,0.00032113282284144745,15
two-loop diagrams,38,0.00032113282284144745,17
symmetric product,38,0.00032113282284144745,17
balitsky-kovchegov equation,38,0.00032113282284144745,27
new energy,38,0.00032113282284144745,10
standard gauge,38,0.00032113282284144745,14
einstein-hilbert term,38,0.00032113282284144745,21
dimensional analysis,38,0.00032113282284144745,20
large time,38,0.00032113282284144745,10
hydrodynamic description,38,0.00032113282284144745,24
cosmic background,38,0.00032113282284144745,17
weak equivalence,38,0.00032113282284144745,16
massless particles,38,0.00032113282284144745,18
mass-squared differences,38,0.00032113282284144745,24
different parametrizations,38,0.00032113282284144745,26
experimental signature,38,0.00032113282284144745,22
linear polarization,38,0.00032113282284144745,19
thermal qcd,38,0.00032113282284144745,11
solid angle,38,0.00032113282284144745,11
own right,38,0.00032113282284144745,9
hard jets,38,0.00032113282284144745,9
pole structure,38,0.00032113282284144745,14
tricritical ising,38,0.00032113282284144745,17
conformal symmetries,38,0.00032113282284144745,20
stable solutions,38,0.00032113282284144745,16
super-kamiokande detector,38,0.00032113282284144745,25
cern intersecting storage,30,0.00031991408333535937,25
=6,60,0.00031991408333535937,2
nonplanar,60,0.00031991408333535937,9
detected,60,0.00031991408333535937,8
dimensional field theories,30,0.00031991408333535937,26
net baryon number,30,0.00031991408333535937,17
tagger,60,0.00031991408333535937,6
kac,60,0.00031991408333535937,3
low energy scale,30,0.00031991408333535937,16
multicritical,60,0.00031991408333535937,13
double parton scattering,30,0.00031991408333535937,24
small scale structure,30,0.00031991408333535937,21
torsional,60,0.00031991408333535937,9
large momentum transfers,30,0.00031991408333535937,24
\partial,60,0.00031991408333535937,8
unpolarised,60,0.00031991408333535937,11
two-dimensional ising model,30,0.00031991408333535937,27
a^0,60,0.00031991408333535937,3
determine,60,0.00031991408333535937,9
high energy behavior,30,0.00031991408333535937,20
b-factory,60,0.00031991408333535937,9
magnons,60,0.00031991408333535937,7
non-uniform,60,0.00031991408333535937,11
arrangement,60,0.00031991408333535937,11
six-dimensions,60,0.00031991408333535937,14
g_a,60,0.00031991408333535937,3
stochastic quantization method,30,0.00031991408333535937,30
gravitational wave spectrum,30,0.00031991408333535937,27
single pion production,30,0.00031991408333535937,22
standard model couplings,30,0.00031991408333535937,24
drell-yan cross section,30,0.00031991408333535937,23
cp violation effects,30,0.00031991408333535937,20
tev center-of-mass energy,30,0.00031991408333535937,25
linearization,60,0.00031991408333535937,13
multiparton,60,0.00031991408333535937,11
eic,60,0.00031991408333535937,3
kn,60,0.00031991408333535937,2
exercise,60,0.00031991408333535937,8
3-loop,60,0.00031991408333535937,6
q-ball,60,0.00031991408333535937,6
hadronic tau decays,30,0.00031991408333535937,19
double-differential,60,0.00031991408333535937,19
-algebras,60,0.00031991408333535937,9
tau+,60,0.00031991408333535937,4
tbar,60,0.00031991408333535937,4
exposition,60,0.00031991408333535937,10
elastic scattering amplitude,30,0.00031991408333535937,28
quasipotential,60,0.00031991408333535937,14
gaussian expansion method,30,0.00031991408333535937,25
flexibility,60,0.00031991408333535937,11
froggatt-nielsen,60,0.00031991408333535937,16
low energy regime,30,0.00031991408333535937,17
k\pi,60,0.00031991408333535937,4
commissioning,60,0.00031991408333535937,13
neighbor,60,0.00031991408333535937,8
b-physics,60,0.00031991408333535937,9
time-ordered,60,0.00031991408333535937,12
phi^4,60,0.00031991408333535937,5
interrelation,60,0.00031991408333535937,13
ton,60,0.00031991408333535937,3
d4,60,0.00031991408333535937,2
flavored,60,0.00031991408333535937,8
new physics scale,30,0.00031991408333535937,17
routine,60,0.00031991408333535937,7
lepton number violation,30,0.00031991408333535937,23
light hadron spectrum,30,0.00031991408333535937,21
non-decoupling,60,0.00031991408333535937,14
j=0,60,0.00031991408333535937,3
|\delta,60,0.00031991408333535937,7
coleman,60,0.00031991408333535937,7
axial vector mesons,30,0.00031991408333535937,19
fivebrane,60,0.00031991408333535937,9
double beta decays,30,0.00031991408333535937,18
unsuppressed,60,0.00031991408333535937,12
non-holomorphic,60,0.00031991408333535937,15
qcd-based,60,0.00031991408333535937,9
diameter,60,0.00031991408333535937,8
soft gluon emission,30,0.00031991408333535937,19
four-jet,60,0.00031991408333535937,8
lepton-,60,0.00031991408333535937,7
dark matter phenomenology,30,0.00031991408333535937,25
doubly-charged,60,0.00031991408333535937,14
heterotic string theories,30,0.00031991408333535937,25
estimated,60,0.00031991408333535937,9
one-gluon-exchange,59,0.0003145821819464367,18
artefact,59,0.0003145821819464367,8
ads5,59,0.0003145821819464367,4
zeta-function,59,0.0003145821819464367,13
sld,59,0.0003145821819464367,3
theta_,59,0.0003145821819464367,6
a_n,59,0.0003145821819464367,3
k+-,59,0.0003145821819464367,3
knizhnik-zamolodchikov,59,0.0003145821819464367,22
di-photon,59,0.0003145821819464367,9
e~+e~-,59,0.0003145821819464367,6
availability,59,0.0003145821819464367,12
uniformly,59,0.0003145821819464367,9
z.,59,0.0003145821819464367,2
hartree-fock,59,0.0003145821819464367,12
mev/c^2,59,0.0003145821819464367,7
unfolded,59,0.0003145821819464367,8
s2,59,0.0003145821819464367,2
energy–momentum,59,0.0003145821819464367,15
10-dimensional,59,0.0003145821819464367,14
dimension-five,59,0.0003145821819464367,14
bj,59,0.0003145821819464367,2
theta+,59,0.0003145821819464367,6
\tau^+,59,0.0003145821819464367,6
iso,59,0.0003145821819464367,3
lqcd,59,0.0003145821819464367,4
column,59,0.0003145821819464367,6
environmental,59,0.0003145821819464367,13
up-down,59,0.0003145821819464367,7
world-line,59,0.0003145821819464367,10
1-dimensional,59,0.0003145821819464367,13
unrelated,59,0.0003145821819464367,9
d-instanton,59,0.0003145821819464367,11
mev/c2,59,0.0003145821819464367,6
recognition,59,0.0003145821819464367,11
ax,59,0.0003145821819464367,2
quark-model,59,0.0003145821819464367,11
mellin-barnes,59,0.0003145821819464367,13
imposition,59,0.0003145821819464367,10
quasi-local,59,0.0003145821819464367,11
schematic,59,0.0003145821819464367,9
embedded,59,0.0003145821819464367,8
\eta^,59,0.0003145821819464367,5
reheat,59,0.0003145821819464367,6
ds/cft,59,0.0003145821819464367,6
refers,59,0.0003145821819464367,6
planck-scale,59,0.0003145821819464367,12
envelope,59,0.0003145821819464367,8
anti-k0,59,0.0003145821819464367,7
s^1/z_2,59,0.0003145821819464367,7
hmc,59,0.0003145821819464367,3
n=0,59,0.0003145821819464367,3
monodromies,59,0.0003145821819464367,11
accurate measurement,37,0.00031268195908246203,20
same approach,37,0.00031268195908246203,13
preliminary measurements,37,0.00031268195908246203,24
other channels,37,0.00031268195908246203,14
narrow peak,37,0.00031268195908246203,11
significant improvements,37,0.00031268195908246203,24
direct determination,37,0.00031268195908246203,20
nonlinear effects,37,0.00031268195908246203,17
yangian symmetry,37,0.00031268195908246203,16
tiny neutrino,37,0.00031268195908246203,13
relative strength,37,0.00031268195908246203,17
microcanonical ensemble,37,0.00031268195908246203,23
cubic lattice,37,0.00031268195908246203,13
hadronic molecule,37,0.00031268195908246203,17
low lying,37,0.00031268195908246203,9
various possibilities,37,0.00031268195908246203,21
real line,37,0.00031268195908246203,9
a+a collisions,37,0.00031268195908246203,14
amplitude analysis,37,0.00031268195908246203,18
statistical uncertainties,37,0.00031268195908246203,25
\lambda_b \to,37,0.00031268195908246203,13
circular orbit,37,0.00031268195908246203,14
qcd simulations,37,0.00031268195908246203,15
small size,37,0.00031268195908246203,10
bayesian approach,37,0.00031268195908246203,17
nonperturbative approach,37,0.00031268195908246203,24
current world,37,0.00031268195908246203,13
accurate measurements,37,0.00031268195908246203,21
world-volume theory,37,0.00031268195908246203,19
two-photon collisions,37,0.00031268195908246203,21
strange hadrons,37,0.00031268195908246203,15
thermodynamic equilibrium,37,0.00031268195908246203,25
high scales,37,0.00031268195908246203,11
rare events,37,0.00031268195908246203,11
explicit dependence,37,0.00031268195908246203,19
topological insulator,37,0.00031268195908246203,21
atomic physics,37,0.00031268195908246203,14
sudakov form,37,0.00031268195908246203,12
different vacua,37,0.00031268195908246203,15
other aspects,37,0.00031268195908246203,13
unintegrated parton,37,0.00031268195908246203,19
super proton,37,0.00031268195908246203,12
quantum nature,37,0.00031268195908246203,14
even number,37,0.00031268195908246203,11
possible contribution,37,0.00031268195908246203,21
new procedure,37,0.00031268195908246203,13
stationary points,37,0.00031268195908246203,17
spectral distortions,37,0.00031268195908246203,20
theoretical calculation,37,0.00031268195908246203,23
wide region,37,0.00031268195908246203,11
brst transformations,37,0.00031268195908246203,20
chiral behavior,37,0.00031268195908246203,15
fractional spin,37,0.00031268195908246203,15
b0- >,37,0.00031268195908246203,5
time-reversal symmetry,37,0.00031268195908246203,22
wess-zumino action,37,0.00031268195908246203,18
3-point functions,37,0.00031268195908246203,17
intermediate scales,37,0.00031268195908246203,19
non-leptonic decays,37,0.00031268195908246203,19
large size,37,0.00031268195908246203,10
\rm fm,37,0.00031268195908246203,6
azimuthal correlation,37,0.00031268195908246203,21
dominant component,37,0.00031268195908246203,18
massless limit,37,0.00031268195908246203,14
various experiments,37,0.00031268195908246203,19
theta term,37,0.00031268195908246203,10
first paper,37,0.00031268195908246203,11
proper choice,37,0.00031268195908246203,13
lorentz gauge,37,0.00031268195908246203,13
chiral algebras,37,0.00031268195908246203,15
canonical formulation,37,0.00031268195908246203,21
renormalization-group equations,37,0.00031268195908246203,31
b \bar,37,0.00031268195908246203,6
radiative processes,37,0.00031268195908246203,19
anti-b0 mixing,37,0.00031268195908246203,14
initial singularity,37,0.00031268195908246203,19
various parameters,37,0.00031268195908246203,18
reasonable description,37,0.00031268195908246203,22
hadronic parameters,37,0.00031268195908246203,19
significant evidence,37,0.00031268195908246203,20
universe evolution,37,0.00031268195908246203,18
warm inflation,37,0.00031268195908246203,14
scalar case,37,0.00031268195908246203,11
covariant gauges,37,0.00031268195908246203,16
different properties,37,0.00031268195908246203,20
long-distance contributions,37,0.00031268195908246203,27
hadronic energy,37,0.00031268195908246203,15
equivariant cohomology,37,0.00031268195908246203,22
fundamental symmetries,37,0.00031268195908246203,22
new variables,37,0.00031268195908246203,13
significant changes,37,0.00031268195908246203,19
large fluctuations,37,0.00031268195908246203,18
generic features,37,0.00031268195908246203,16
regge trajectories,37,0.00031268195908246203,18
simple interpretation,37,0.00031268195908246203,21
topological nature,37,0.00031268195908246203,18
different solutions,37,0.00031268195908246203,19
different parameters,37,0.00031268195908246203,20
concrete realization,37,0.00031268195908246203,20
hartree approximation,37,0.00031268195908246203,21
direct computation,37,0.00031268195908246203,18
electron-positron colliders,37,0.00031268195908246203,27
hadronic resonances,37,0.00031268195908246203,19
top-quark production,37,0.00031268195908246203,20
covariant approach,37,0.00031268195908246203,18
brst formalism,37,0.00031268195908246203,14
astrophysical uncertainties,37,0.00031268195908246203,27
iterative procedure,37,0.00031268195908246203,19
ads_3 x,37,0.00031268195908246203,7
successful description,37,0.00031268195908246203,22
quantum many-body,37,0.00031268195908246203,17
atomic nuclei,37,0.00031268195908246203,13
sachdev-ye-kitaev model,37,0.00031268195908246203,23
homogeneous spaces,37,0.00031268195908246203,18
non-universal gaugino,37,0.00031268195908246203,21
displaced vertex,37,0.00031268195908246203,16
liouville theory,37,0.00031268195908246203,16
experimental detection,37,0.00031268195908246203,22
short overview,37,0.00031268195908246203,14
large momenta,37,0.00031268195908246203,13
relativistic systems,37,0.00031268195908246203,20
standard theory,37,0.00031268195908246203,15
recent claim,37,0.00031268195908246203,12
functional dependence,37,0.00031268195908246203,21
radiative return,37,0.00031268195908246203,16
inverted neutrino,37,0.00031268195908246203,17
static spacetimes,37,0.00031268195908246203,17
fractional branes,37,0.00031268195908246203,17
abelian dominance,37,0.00031268195908246203,17
remarkable property,37,0.00031268195908246203,19
thermal production,37,0.00031268195908246203,18
1-loop level,37,0.00031268195908246203,12
future directions,37,0.00031268195908246203,17
free bosons,37,0.00031268195908246203,11
baryon-antibaryon,58,0.0003092502805575141,17
merging,58,0.0003092502805575141,7
high energy behaviour,29,0.0003092502805575141,21
nonlinearities,58,0.0003092502805575141,14
polarized parton distributions,29,0.0003092502805575141,30
little string theory,29,0.0003092502805575141,20
holographic renormalization group,29,0.0003092502805575141,33
exotic quantum numbers,29,0.0003092502805575141,22
astroparticle,58,0.0003092502805575141,13
down,58,0.0003092502805575141,4
entity,58,0.0003092502805575141,6
schwarz,58,0.0003092502805575141,7
inclusive production cross,29,0.0003092502805575141,26
higher twist effects,29,0.0003092502805575141,20
l^,58,0.0003092502805575141,2
single-trace,58,0.0003092502805575141,12
recovery,58,0.0003092502805575141,8
bino-like,58,0.0003092502805575141,9
high-order,58,0.0003092502805575141,10
selfenergy,58,0.0003092502805575141,10
asymptotic symmetry group,29,0.0003092502805575141,25
h0,58,0.0003092502805575141,2
overproduction,58,0.0003092502805575141,14
axiomatic,58,0.0003092502805575141,9
sudakov form factor,29,0.0003092502805575141,19
b \to k^,29,0.0003092502805575141,8
constructed,58,0.0003092502805575141,11
constrain,58,0.0003092502805575141,9
nf=2,58,0.0003092502805575141,4
open-closed,58,0.0003092502805575141,11
orthogonality,58,0.0003092502805575141,13
lepton flavor violation,29,0.0003092502805575141,23
fugacity,58,0.0003092502805575141,8
dark energy density,29,0.0003092502805575141,19
gauge-dependent,58,0.0003092502805575141,15
unified field theory,29,0.0003092502805575141,20
collisional energy loss,29,0.0003092502805575141,23
\tau^,58,0.0003092502805575141,5
200-gev,58,0.0003092502805575141,7
stabilisation,58,0.0003092502805575141,13
-plane,58,0.0003092502805575141,6
flag,58,0.0003092502805575141,4
two-higgs doublet models,29,0.0003092502805575141,24
freezeout,58,0.0003092502805575141,9
harmonic oscillator potential,29,0.0003092502805575141,29
nonabelian gauge theory,29,0.0003092502805575141,23
dlcq,58,0.0003092502805575141,4
low energy experiments,29,0.0003092502805575141,22
given.the,58,0.0003092502805575141,9
finite temperature effects,29,0.0003092502805575141,26
atmospheric neutrino experiments,29,0.0003092502805575141,32
hooft-polyakov,58,0.0003092502805575141,14
cerenkov,58,0.0003092502805575141,8
strong-interaction,58,0.0003092502805575141,18
same quantum numbers,29,0.0003092502805575141,20
classical phase space,29,0.0003092502805575141,21
qubits,58,0.0003092502805575141,6
analyzed,58,0.0003092502805575141,8
effective coupling constants,29,0.0003092502805575141,28
transcendental,58,0.0003092502805575141,14
~1,58,0.0003092502805575141,2
conformally,58,0.0003092502805575141,11
complex langevin method,29,0.0003092502805575141,23
bright,58,0.0003092502805575141,6
sw,58,0.0003092502805575141,2
h-,58,0.0003092502805575141,2
neutral b mesons,29,0.0003092502805575141,16
neutron-antineutron,58,0.0003092502805575141,19
standing,58,0.0003092502805575141,8
coulombic,58,0.0003092502805575141,9
general coordinate invariance,29,0.0003092502805575141,29
new monte carlo,29,0.0003092502805575141,15
loop quantum cosmology,29,0.0003092502805575141,22
corollary,58,0.0003092502805575141,9
new symmetries,36,0.0003042310953234765,14
additional symmetries,36,0.0003042310953234765,21
longitudinal component,36,0.0003042310953234765,22
fractional energy,36,0.0003042310953234765,17
spin-1/2 particles,36,0.0003042310953234765,18
dynamical effects,36,0.0003042310953234765,17
collinear singularities,36,0.0003042310953234765,23
gamma rays,36,0.0003042310953234765,10
white dwarf,36,0.0003042310953234765,11
conformal matter,36,0.0003042310953234765,16
non-perturbative quantum,36,0.0003042310953234765,24
derivative term,36,0.0003042310953234765,15
pati-salam model,36,0.0003042310953234765,16
sinh-gordon model,36,0.0003042310953234765,17
hadronic event,36,0.0003042310953234765,14
new phases,36,0.0003042310953234765,10
electromagnetic wave,36,0.0003042310953234765,20
theoretical input,36,0.0003042310953234765,17
derivative theories,36,0.0003042310953234765,19
dimensional reductions,36,0.0003042310953234765,22
electromagnetic duality,36,0.0003042310953234765,23
local su,36,0.0003042310953234765,8
great detail,36,0.0003042310953234765,12
two-dimensional string,36,0.0003042310953234765,22
galactic dark,36,0.0003042310953234765,13
hydrodynamic simulations,36,0.0003042310953234765,24
gluon condensate,36,0.0003042310953234765,16
low-energy neutrino,36,0.0003042310953234765,19
local duality,36,0.0003042310953234765,13
mixing-induced cp,36,0.0003042310953234765,17
further studies,36,0.0003042310953234765,15
thermal entropy,36,0.0003042310953234765,15
special points,36,0.0003042310953234765,14
complex energy,36,0.0003042310953234765,14
two-dimensional models,36,0.0003042310953234765,22
generic form,36,0.0003042310953234765,12
metastable states,36,0.0003042310953234765,17
cubic interaction,36,0.0003042310953234765,17
exceptional field,36,0.0003042310953234765,17
weyl fermions,36,0.0003042310953234765,13
natural mechanism,36,0.0003042310953234765,17
potential approach,36,0.0003042310953234765,18
proton-proton interactions,36,0.0003042310953234765,26
chiral ward,36,0.0003042310953234765,11
other decay,36,0.0003042310953234765,11
asymmetric energy,36,0.0003042310953234765,17
current events,36,0.0003042310953234765,14
physical theories,36,0.0003042310953234765,17
electromagnetic form-factors,36,0.0003042310953234765,28
two-dimensional ising,36,0.0003042310953234765,21
extreme conditions,36,0.0003042310953234765,18
> d,36,0.0003042310953234765,3
axial u,36,0.0003042310953234765,7
polarized electron,36,0.0003042310953234765,18
compact expressions,36,0.0003042310953234765,19
hilbert series,36,0.0003042310953234765,14
illustrative examples,36,0.0003042310953234765,21
classical model,36,0.0003042310953234765,15
particular focus,36,0.0003042310953234765,16
neutrino events,36,0.0003042310953234765,15
conformal limit,36,0.0003042310953234765,15
kalb-ramond field,36,0.0003042310953234765,17
inspired models,36,0.0003042310953234765,15
main emphasis,36,0.0003042310953234765,13
full spectrum,36,0.0003042310953234765,13
static approximation,36,0.0003042310953234765,20
witten diagrams,36,0.0003042310953234765,15
discrete group,36,0.0003042310953234765,14
complementary information,36,0.0003042310953234765,25
different particle,36,0.0003042310953234765,18
direct observation,36,0.0003042310953234765,18
free scalar,36,0.0003042310953234765,11
fractal dimension,36,0.0003042310953234765,17
higher-spin gauge,36,0.0003042310953234765,17
resistive plate,36,0.0003042310953234765,15
sensitive test,36,0.0003042310953234765,14
inclusive processes,36,0.0003042310953234765,19
testable predictions,36,0.0003042310953234765,20
precise relation,36,0.0003042310953234765,16
computational cost,36,0.0003042310953234765,18
scalar integrals,36,0.0003042310953234765,16
total transverse,36,0.0003042310953234765,16
local u,36,0.0003042310953234765,7
quadratic casimir,36,0.0003042310953234765,17
asymptotic value,36,0.0003042310953234765,16
bubble collisions,36,0.0003042310953234765,17
geometric description,36,0.0003042310953234765,21
p \to,36,0.0003042310953234765,5
fractional charge,36,0.0003042310953234765,17
fermionic systems,36,0.0003042310953234765,17
scalar condensate,36,0.0003042310953234765,17
massive scalars,36,0.0003042310953234765,15
boson searches,36,0.0003042310953234765,14
full dependence,36,0.0003042310953234765,15
statistical fluctuations,36,0.0003042310953234765,24
key point,36,0.0003042310953234765,9
cubic interactions,36,0.0003042310953234765,18
fractal structure,36,0.0003042310953234765,17
low-energy spectrum,36,0.0003042310953234765,19
scalar mediator,36,0.0003042310953234765,15
tev center-of-mass,36,0.0003042310953234765,18
lie algebras,36,0.0003042310953234765,12
quark flavors,36,0.0003042310953234765,13
constant gauge,36,0.0003042310953234765,14
three-dimensional gauge,36,0.0003042310953234765,23
dual geometry,36,0.0003042310953234765,13
dm annihilation,36,0.0003042310953234765,15
perturbative vacuum,36,0.0003042310953234765,19
chern-simons-matter theories,36,0.0003042310953234765,28
isolated leptons,36,0.0003042310953234765,16
several properties,36,0.0003042310953234765,18
predicted mass,36,0.0003042310953234765,14
big crunch,36,0.0003042310953234765,10
lyapunov exponent,36,0.0003042310953234765,17
future precision,36,0.0003042310953234765,16
refractive index,36,0.0003042310953234765,16
different assumptions,36,0.0003042310953234765,21
second method,36,0.0003042310953234765,13
future searches,36,0.0003042310953234765,15
heterotic m-theory,36,0.0003042310953234765,18
relevant operator,36,0.0003042310953234765,17
phenomenological parameters,36,0.0003042310953234765,27
important aspects,36,0.0003042310953234765,17
certain models,36,0.0003042310953234765,14
c =,36,0.0003042310953234765,3
possible candidate,36,0.0003042310953234765,18
elementary excitations,36,0.0003042310953234765,22
asymptotic bethe,36,0.0003042310953234765,16
cosmic evolution,36,0.0003042310953234765,16
non-universal higgs,36,0.0003042310953234765,19
fundamental length,36,0.0003042310953234765,18
observable universe,36,0.0003042310953234765,19
seiberg-witten curve,36,0.0003042310953234765,20
powerful probe,36,0.0003042310953234765,14
numerical evaluations,36,0.0003042310953234765,21
optical potential,36,0.0003042310953234765,17
relative motion,36,0.0003042310953234765,15
electroweak model,36,0.0003042310953234765,17
arbitrary n,36,0.0003042310953234765,11
massive string,36,0.0003042310953234765,14
schrodinger equation,36,0.0003042310953234765,20
quartic gauge,36,0.0003042310953234765,13
analytical calculation,36,0.0003042310953234765,22
statistical systems,36,0.0003042310953234765,19
parametrized,57,0.0003039183791685914,12
shifted,57,0.0003039183791685914,7
p+a,57,0.0003039183791685914,3
hermiticity,57,0.0003039183791685914,11
isotopic,57,0.0003039183791685914,8
associativity,57,0.0003039183791685914,13
axion-photon,57,0.0003039183791685914,12
pentagon,57,0.0003039183791685914,8
non-leading,57,0.0003039183791685914,11
installation,57,0.0003039183791685914,12
/m_,57,0.0003039183791685914,3
commute,57,0.0003039183791685914,7
co-dimension,57,0.0003039183791685914,12
jackiw-teitelboim,57,0.0003039183791685914,17
axino,57,0.0003039183791685914,5
euler-lagrange,57,0.0003039183791685914,14
berkovits,57,0.0003039183791685914,9
fi,57,0.0003039183791685914,2
kubo,57,0.0003039183791685914,4
anti-d0,57,0.0003039183791685914,7
longstanding,57,0.0003039183791685914,12
fnal,57,0.0003039183791685914,4
cooper,57,0.0003039183791685914,6
dibaryons,57,0.0003039183791685914,9
d7,57,0.0003039183791685914,2
collaborator,57,0.0003039183791685914,12
numerator,57,0.0003039183791685914,9
conductor,57,0.0003039183791685914,9
systematical,57,0.0003039183791685914,12
pb−1,57,0.0003039183791685914,4
no-hair,57,0.0003039183791685914,7
phase-shift,57,0.0003039183791685914,11
bell,57,0.0003039183791685914,4
four-fermi,57,0.0003039183791685914,10
kasner,57,0.0003039183791685914,6
indecomposable,57,0.0003039183791685914,14
heavy-to-light,57,0.0003039183791685914,14
sme,57,0.0003039183791685914,3
ultrahigh-energy,57,0.0003039183791685914,16
x_f,57,0.0003039183791685914,3
galileons,57,0.0003039183791685914,9
pezzo,57,0.0003039183791685914,5
target-space,57,0.0003039183791685914,12
bi,57,0.0003039183791685914,2
/br,57,0.0003039183791685914,3
pseudo-,57,0.0003039183791685914,7
v2,57,0.0003039183791685914,2
b-model,57,0.0003039183791685914,7
stabilized,57,0.0003039183791685914,10
confusion,57,0.0003039183791685914,9
non-gravitational,57,0.0003039183791685914,17
driven,57,0.0003039183791685914,6
reverse,57,0.0003039183791685914,7
f.,57,0.0003039183791685914,2
quadrature,57,0.0003039183791685914,10
circularly,57,0.0003039183791685914,10
linearity,57,0.0003039183791685914,9
konishi,57,0.0003039183791685914,7
high statistics data,28,0.00029858647777966874,20
top-higgs,56,0.00029858647777966874,9
four-point correlation functions,28,0.00029858647777966874,32
two-loop renormalization group,28,0.00029858647777966874,30
congruence,56,0.00029858647777966874,10
dominate,56,0.00029858647777966874,8
witt,56,0.00029858647777966874,4
dipion,56,0.00029858647777966874,6
gottfried sum rule,28,0.00029858647777966874,18
lepton-pair,56,0.00029858647777966874,11
viz,56,0.00029858647777966874,3
open string theory,28,0.00029858647777966874,18
higher order effects,28,0.00029858647777966874,20
drinfeld,56,0.00029858647777966874,8
q_t,56,0.00029858647777966874,3
deterministic,56,0.00029858647777966874,13
gate,56,0.00029858647777966874,4
electroweak gauge boson,28,0.00029858647777966874,23
finite temperature transition,28,0.00029858647777966874,29
gold,56,0.00029858647777966874,4
fixed target experiments,28,0.00029858647777966874,24
decompactification,56,0.00029858647777966874,18
fsi,56,0.00029858647777966874,3
d\to,56,0.00029858647777966874,4
concordance,56,0.00029858647777966874,11
machinery,56,0.00029858647777966874,9
monte carlo methods,28,0.00029858647777966874,19
roman,56,0.00029858647777966874,5
spontaneous symmetry breakdown,28,0.00029858647777966874,30
d-terms,56,0.00029858647777966874,7
bk,56,0.00029858647777966874,2
non-constant,56,0.00029858647777966874,12
gravitational form factors,28,0.00029858647777966874,26
lep1,56,0.00029858647777966874,4
supersymmetric parameter space,28,0.00029858647777966874,30
local gauge symmetries,28,0.00029858647777966874,22
solar mixing angle,28,0.00029858647777966874,18
dimensional gauge theory,28,0.00029858647777966874,24
real time formalism,28,0.00029858647777966874,19
space-based,56,0.00029858647777966874,11
-state,56,0.00029858647777966874,6
cfl,56,0.00029858647777966874,3
high energy particle,28,0.00029858647777966874,20
inferred,56,0.00029858647777966874,8
